CATALOG_NAME,SCHEMA_NAME
PRD_DLB_A5087,PRD_LAB_DAT_DA
PRD_DLB_A5087,PRD_LAB_DAT_DS
PRD_DLB_A5087,PRD_LAB_DAT_MAP
PRD_DLB_A5087,PRD_LAB_DAT_PIL
PRD_DLB_A5087,PRD_LAB_DGT_CRM
PRD_DLB_A5087,PRD_LAB_DRO_PILCAD
PRD_DLB_A5087,PRD_LAB_FIN_PIL
PRD_DLB_A5087,PRD_LAB_RBS_FAR
PRD_DLB_A5087,PRD_LAB_RBS_QIS
PRD_DLB_A5087,PRD_LAB_V_EDC_OLAF
PRD_DLS_A5365,PRD_APP_DLS_A5365_LDAPSECURE
PRD_DMA_A5454,PRD_SRV_DMA_A5454_DMA
PRD_DMA_A5454,PRD_UV_DMA_A5454_PROJECT_BDDF_DMA
PRD_DPC_A8420,PRD_BOV_DPC_A8420_ACTION
PRD_DPC_A8420,PRD_BOV_DPC_A8420_APRC_REFERENTIAL
PRD_DPC_A8420,PRD_BOV_DPC_A8420_CONTROL
PRD_DPC_A8420,PRD_BOV_DPC_A8420_CONTROLFORM_LEVEL_TWO_CONTROL
PRD_DPC_A8420,PRD_BOV_DPC_A8420_CONTROLPLAN_LEVEL_TWO_CONTROL
PRD_DPC_A8420,PRD_BOV_DPC_A8420_CONTROL_ANOMALY
PRD_DPC_A8420,PRD_BOV_DPC_A8420_CONTROL_RESULT
PRD_DPC_A8420,PRD_BOV_DPC_A8420_DQ_CONTROLS_PC
PRD_DPC_A8420,PRD_BOV_DPC_A8420_ISSUE
PRD_DPC_A8420,PRD_BOV_DPC_A8420_NEED_FOR_ACTION
PRD_DPC_A8420,PRD_BOV_DPC_A8420_NODES_DIRECTORY
PRD_DPC_A8420,PRD_BOV_DPC_A8420_REMEDIATION_ACTION
PRD_DPC_A8420,PRD_BOV_DPC_A8420_REMEDIATION_PLAN
PRD_DPC_A8420,PRD_BOV_DPC_A8420_REVIEW_LEVEL_TWO_CONTROL
PRD_DPC_A8420,PRD_BOV_DPC_A8420_RISK_ASSESSMENT
PRD_DPC_A8420,PRD_SRV_DPC_A8420_DPC
PRD_DPC_A8420,PRD_SRV_DPC_A8420_MONITORING_METRICS
PRD_DPC_A8420,PRD_SUV_DPC_A8420_ACTION_NEED
PRD_DPC_A8420,PRD_SUV_DPC_A8420_AUDIT_TRAIL_DASHBOARDS
PRD_DPC_A8420,PRD_SUV_DPC_A8420_BLUEPRINT_FRAMEWORK
PRD_DPC_A8420,PRD_SUV_DPC_A8420_CONTROL_QUALITY_LVL_ONE_CTRL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_DQ_INDICATORS_PC
PRD_DPC_A8420,PRD_SUV_DPC_A8420_ECONTROL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_ELR_OU_FILTERING
PRD_DPC_A8420,PRD_SUV_DPC_A8420_HABILITATION_REFERENTIAL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_IC_ROP_REFERENTIAL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_LEVEL_ONE_CONTROL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_LEVEL_TWO_CONTROL
PRD_DPC_A8420,PRD_SUV_DPC_A8420_NFR_SUPERVISION
PRD_DPC_A8420,PRD_SUV_DPC_A8420_NODES_DIRECTORY_EXPOSITION
PRD_DPC_A8420,PRD_SUV_DPC_A8420_RISK_ASSESSMENT
PRD_DPC_A8420,PRD_UV_DPC_A8420_360_FINDMYBLUEPRINT
PRD_DPC_A8420,PRD_UV_DPC_A8420_360_INDICATORS
PRD_DPC_A8420,PRD_UV_DPC_A8420_ACTION_NEED
PRD_DPC_A8420,PRD_UV_DPC_A8420_ACTION_PLAN_AMER
PRD_DPC_A8420,PRD_UV_DPC_A8420_BLUEPRINT_AMER
PRD_DPC_A8420,PRD_UV_DPC_A8420_BLUEPRINT_FULL_VIEWS
PRD_DPC_A8420,PRD_UV_DPC_A8420_CONTROL_PLAN_MONITORING
PRD_DPC_A8420,PRD_UV_DPC_A8420_INTERNAL_CONTROL_GBIS
PRD_DPC_A8420,PRD_UV_DPC_A8420_INTERNAL_CONTROL_IGAD
PRD_DPC_A8420,PRD_UV_DPC_A8420_L1C_EXACO
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_ONE_CONTROL_AMER
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_ONE_CONTROL_ASIA
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_ONE_CONTROL_CYBER
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_TWO_CONTROL
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_TWO_CONTROL_TABULAR
PRD_DPC_A8420,PRD_UV_DPC_A8420_LEVEL_TWO_CONTROL_UNLOCKED
PRD_DPC_A8420,PRD_UV_DPC_A8420_MYAPRC_REF_DASHBOARDS
PRD_DPC_A8420,PRD_UV_DPC_A8420_OPS_MONITORING
PRD_DPJ_A5100,PRD_SRV_DPJ_A5100_TECHLOGS
PRD_DQA_A5367,PRD_APP_DQA_A5367_PROJECT_ITIM_DQA
PRD_DRF_A5413,PRD_APP_DRF_A5413_DRF_BDDF
PRD_DRF_A5413,PRD_LAB_DRF_A5413_DRF
PRD_DRF_A5413,PRD_SRV_DRF_A5413_DRF
PRD_DRF_A5413,PRD_SUV_DRF_A5413_DRF_BDDF
PRD_DRF_A5413,PRD_UV_DRF_A5413_DRF_BDDF
PRD_DRP_A1935,PDRPPDRP
PRD_DRP_A1935,PDRPPDRPB_DWH
PRD_DRP_A1935,PDRPPDRPB_ERS
PRD_DRP_A1935,PDRPPDRPB_MSTR_STATS
PRD_DRP_A1935,PDRPPDRPB_STG
PRD_DRP_A1935,PDRPPDRPB_TMP
PRD_DRP_A1935,PDRPPDRPK_DRP
PRD_DRP_A1935,PDRPPDRPU_ALIM
PRD_DRP_A1935,PDRPPDRPU_APP_REVKYC
PRD_DRP_A1935,PDRPPDRPU_DSTG_M_AXIAL
PRD_DRP_A1935,PDRPPDRPU_MAP_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_3C
PRD_DRP_A1935,PDRPPDRPU_MSTR_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_BCPS
PRD_DRP_A1935,PDRPPDRPU_MSTR_CCT
PRD_DRP_A1935,PDRPPDRPU_MSTR_CCT_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_CDS
PRD_DRP_A1935,PDRPPDRPU_MSTR_CN
PRD_DRP_A1935,PDRPPDRPU_MSTR_CRS
PRD_DRP_A1935,PDRPPDRPU_MSTR_CRS_PRIV
PRD_DRP_A1935,PDRPPDRPU_MSTR_DOC
PRD_DRP_A1935,PDRPPDRPU_MSTR_EAD
PRD_DRP_A1935,PDRPPDRPU_MSTR_EEI
PRD_DRP_A1935,PDRPPDRPU_MSTR_ELO
PRD_DRP_A1935,PDRPPDRPU_MSTR_ERS_TS
PRD_DRP_A1935,PDRPPDRPU_MSTR_EVO
PRD_DRP_A1935,PDRPPDRPU_MSTR_EVO_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_GDPR
PRD_DRP_A1935,PDRPPDRPU_MSTR_GTPS
PRD_DRP_A1935,PDRPPDRPU_MSTR_IBIS
PRD_DRP_A1935,PDRPPDRPU_MSTR_IBIS_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_IBP
PRD_DRP_A1935,PDRPPDRPU_MSTR_IBP_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_IPRO
PRD_DRP_A1935,PDRPPDRPU_MSTR_JUMP
PRD_DRP_A1935,PDRPPDRPU_MSTR_LDDS
PRD_DRP_A1935,PDRPPDRPU_MSTR_MCE
PRD_DRP_A1935,PDRPPDRPU_MSTR_MMO
PRD_DRP_A1935,PDRPPDRPU_MSTR_MTX
PRD_DRP_A1935,PDRPPDRPU_MSTR_M_AXIAL
PRD_DRP_A1935,PDRPPDRPU_MSTR_NDOD
PRD_DRP_A1935,PDRPPDRPU_MSTR_OAG
PRD_DRP_A1935,PDRPPDRPU_MSTR_OBG
PRD_DRP_A1935,PDRPPDRPU_MSTR_OPC
PRD_DRP_A1935,PDRPPDRPU_MSTR_PDI
PRD_DRP_A1935,PDRPPDRPU_MSTR_PDI_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_PLG
PRD_DRP_A1935,PDRPPDRPU_MSTR_PPAD
PRD_DRP_A1935,PDRPPDRPU_MSTR_PPCC
PRD_DRP_A1935,PDRPPDRPU_MSTR_PRECO23
PRD_DRP_A1935,PDRPPDRPU_MSTR_PRECO23_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_PSK
PRD_DRP_A1935,PDRPPDRPU_MSTR_PXS
PRD_DRP_A1935,PDRPPDRPU_MSTR_PXS_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_QPRDTRO
PRD_DRP_A1935,PDRPPDRPU_MSTR_QPRDTRO_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_RCP_TS
PRD_DRP_A1935,PDRPPDRPU_MSTR_RDV
PRD_DRP_A1935,PDRPPDRPU_MSTR_REE
PRD_DRP_A1935,PDRPPDRPU_MSTR_ROCQ
PRD_DRP_A1935,PDRPPDRPU_MSTR_ROCQ_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_RONC
PRD_DRP_A1935,PDRPPDRPU_MSTR_RSI
PRD_DRP_A1935,PDRPPDRPU_MSTR_RSI_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_RSR
PRD_DRP_A1935,PDRPPDRPU_MSTR_SAT
PRD_DRP_A1935,PDRPPDRPU_MSTR_SEA
PRD_DRP_A1935,PDRPPDRPU_MSTR_SSI
PRD_DRP_A1935,PDRPPDRPU_MSTR_SSI_TS
PRD_DRP_A1935,PDRPPDRPU_MSTR_STATS
PRD_DRP_A1935,PDRPPDRPU_MSTR_STATS_RO
PRD_DRP_A1935,PDRPPDRPU_MSTR_STAV
PRD_DRP_A1935,PDRPPDRPU_MSTR_TCG
PRD_DRP_A1935,PDRPPDRPU_MSTR_TEL
PRD_DRP_A1935,PDRPPDRPU_MSTR_TEL_ALIM
PRD_DRP_A1935,PDRPPDRPU_MSTR_TIERS
PRD_DRP_A1935,PDRPPDRPU_MSTR_TKT
PRD_DRP_A1935,PDRPPDRPU_MSTR_VAP
PRD_DRP_A1935,PDRPPDRPU_MSTR_VENTES
PRD_DRP_A1935,PDRPPDRPU_SAV
PRD_DRP_A1935,PDRPPDRPU_SEL
PRD_DRP_A1935,PDRPPDRPU_TALEND
PRD_DRP_A1935,PDRPPDRPV_APP
PRD_DRP_A1935,PDRPPDRPV_APP_3C
PRD_DRP_A1935,PDRPPDRPV_APP_BCPS
PRD_DRP_A1935,PDRPPDRPV_APP_CCT
PRD_DRP_A1935,PDRPPDRPV_APP_CDS
PRD_DRP_A1935,PDRPPDRPV_APP_CN
PRD_DRP_A1935,PDRPPDRPV_APP_CRS
PRD_DRP_A1935,PDRPPDRPV_APP_DOC
PRD_DRP_A1935,PDRPPDRPV_APP_EAD
PRD_DRP_A1935,PDRPPDRPV_APP_EEI
PRD_DRP_A1935,PDRPPDRPV_APP_ELO
PRD_DRP_A1935,PDRPPDRPV_APP_EVO
PRD_DRP_A1935,PDRPPDRPV_APP_GDPR
PRD_DRP_A1935,PDRPPDRPV_APP_GTPS
PRD_DRP_A1935,PDRPPDRPV_APP_IBIS
PRD_DRP_A1935,PDRPPDRPV_APP_IBP
PRD_DRP_A1935,PDRPPDRPV_APP_IPRO
PRD_DRP_A1935,PDRPPDRPV_APP_JUMP
PRD_DRP_A1935,PDRPPDRPV_APP_LDDS
PRD_DRP_A1935,PDRPPDRPV_APP_MCE
PRD_DRP_A1935,PDRPPDRPV_APP_MMO
PRD_DRP_A1935,PDRPPDRPV_APP_MTX
PRD_DRP_A1935,PDRPPDRPV_APP_M_AXIAL
PRD_DRP_A1935,PDRPPDRPV_APP_NDOD
PRD_DRP_A1935,PDRPPDRPV_APP_OAG
PRD_DRP_A1935,PDRPPDRPV_APP_OBG
PRD_DRP_A1935,PDRPPDRPV_APP_OPC
PRD_DRP_A1935,PDRPPDRPV_APP_PDI
PRD_DRP_A1935,PDRPPDRPV_APP_PLG
PRD_DRP_A1935,PDRPPDRPV_APP_PPAD
PRD_DRP_A1935,PDRPPDRPV_APP_PPCC
PRD_DRP_A1935,PDRPPDRPV_APP_PSK
PRD_DRP_A1935,PDRPPDRPV_APP_PXS
PRD_DRP_A1935,PDRPPDRPV_APP_RDV
PRD_DRP_A1935,PDRPPDRPV_APP_REE
PRD_DRP_A1935,PDRPPDRPV_APP_REVKYC
PRD_DRP_A1935,PDRPPDRPV_APP_ROCQ
PRD_DRP_A1935,PDRPPDRPV_APP_RONC
PRD_DRP_A1935,PDRPPDRPV_APP_RSI
PRD_DRP_A1935,PDRPPDRPV_APP_RSR
PRD_DRP_A1935,PDRPPDRPV_APP_SAT
PRD_DRP_A1935,PDRPPDRPV_APP_SEA
PRD_DRP_A1935,PDRPPDRPV_APP_SSI
PRD_DRP_A1935,PDRPPDRPV_APP_STAV
PRD_DRP_A1935,PDRPPDRPV_APP_TCG
PRD_DRP_A1935,PDRPPDRPV_APP_TEL
PRD_DRP_A1935,PDRPPDRPV_APP_TIERS
PRD_DRP_A1935,PDRPPDRPV_APP_TKT
PRD_DRP_A1935,PDRPPDRPV_APP_VAP
PRD_DRP_A1935,PDRPPDRPV_APP_VENTES
PRD_DRP_A1935,PDRPPDRPV_CFO
PRD_DRP_A1935,PDRPPDRPV_CIR
PRD_DRP_A1935,PDRPPDRPV_CMW
PRD_DRP_A1935,PDRPPDRPV_DWH
PRD_DRP_A1935,PDRPPDRPV_ERS
PRD_DRP_A1935,PDRPPDRPV_FDC
PRD_DRP_A1935,PDRPPDRPV_MKI
PRD_DRP_A1935,PDRPPDRPV_MSTR_STATS
PRD_DRP_A1935,PDRPPDRPV_PBU
PRD_DRP_A1935,PDRPPDRPV_PLT
PRD_DRP_A1935,PDRPPDRPV_PPO
PRD_DRP_A1935,PDRPPDRPV_PSB
PRD_DRP_A1935,PDRPPDRPV_STG
PRD_DRP_A1935,PDRPPDRPV_TMP
